ts,date,dateDay,dateMonth,dateYear,dateHour,dateMinute,dateSeconds,open,close,high,low,volume
1577836800,2020-01-01 05:30:00,1,1,2020,5,30,0,7195.24,7200.85,7255.0,7175.15,16792.388165
1577923200,2020-01-02 05:30:00,2,1,2020,5,30,0,7200.77,6965.71,7212.5,6924.74,31951.483932
1578009600,2020-01-03 05:30:00,3,1,2020,5,30,0,6965.49,7344.96,7405.0,6871.04,68428.500451
1578096000,2020-01-04 05:30:00,4,1,2020,5,30,0,7345.0,7354.11,7404.0,7272.21,29987.974977
1578182400,2020-01-05 05:30:00,5,1,2020,5,30,0,7354.19,7358.75,7495.0,7318.0,38331.085604
1578268800,2020-01-06 05:30:00,6,1,2020,5,30,0,7357.64,7758.0,7795.34,7346.76,54635.695316
1578355200,2020-01-07 05:30:00,7,1,2020,5,30,0,7758.9,8145.28,8207.68,7723.71,91171.684661
1578441600,2020-01-08 05:30:00,8,1,2020,5,30,0,8145.92,8055.98,8455.0,7870.0,112622.64264
1578528000,2020-01-09 05:30:00,9,1,2020,5,30,0,8054.72,7817.76,8055.96,7750.0,64239.51983
1578614400,2020-01-10 05:30:00,10,1,2020,5,30,0,7817.74,8197.02,8199.0,7672.0,82406.777448
1578700800,2020-01-11 05:30:00,11,1,2020,5,30,0,8198.86,8020.01,8286.34,8003.16,54810.032667
1578787200,2020-01-12 05:30:00,12,1,2020,5,30,0,8020.01,8184.98,8197.0,7960.0,38131.494336
1578873600,2020-01-13 05:30:00,13,1,2020,5,30,0,8184.97,8110.34,8196.0,8055.89,31159.755683
1578960000,2020-01-14 05:30:00,14,1,2020,5,30,0,8110.34,8810.01,8880.0,8105.54,120399.126742
1579046400,2020-01-15 05:30:00,15,1,2020,5,30,0,8814.64,8821.41,8916.48,8564.0,84816.297606
1579132800,2020-01-16 05:30:00,16,1,2020,5,30,0,8820.01,8720.01,8859.81,8586.0,51991.074284
1579219200,2020-01-17 05:30:00,17,1,2020,5,30,0,8720.15,8913.28,9041.65,8672.44,70897.737377
1579305600,2020-01-18 05:30:00,18,1,2020,5,30,0,8913.27,8915.96,8988.88,8806.38,38294.746545
1579392000,2020-01-19 05:30:00,19,1,2020,5,30,0,8915.09,8701.7,9198.98,8466.0,70676.889259
1579478400,2020-01-20 05:30:00,20,1,2020,5,30,0,8701.72,8642.35,8746.99,8521.28,38896.639746
1579564800,2020-01-21 05:30:00,21,1,2020,5,30,0,8642.35,8736.03,8789.0,8488.0,36494.687659
1579651200,2020-01-22 05:30:00,22,1,2020,5,30,0,8736.04,8682.36,8818.0,8590.0,29080.557138
1579737600,2020-01-23 05:30:00,23,1,2020,5,30,0,8682.77,8404.52,8691.81,8306.39,48165.944597
1579824000,2020-01-24 05:30:00,24,1,2020,5,30,0,8404.52,8439.0,8528.02,8238.0,41687.529529
1579910400,2020-01-25 05:30:00,25,1,2020,5,30,0,8438.99,8340.58,8451.26,8254.9,25521.157932
1579996800,2020-01-26 05:30:00,26,1,2020,5,30,0,8340.01,8615.0,8618.13,8293.66,31130.485164
1580083200,2020-01-27 05:30:00,27,1,2020,5,30,0,8614.39,8907.57,9000.0,8535.0,53973.542996
1580169600,2020-01-28 05:30:00,28,1,2020,5,30,0,8907.57,9374.21,9400.0,8862.4,74584.853765
1580256000,2020-01-29 05:30:00,29,1,2020,5,30,0,9375.34,9301.53,9449.24,9216.0,53864.065122
1580342400,2020-01-30 05:30:00,30,1,2020,5,30,0,9301.57,9513.21,9578.0,9204.44,60626.744259
1580428800,2020-01-31 05:30:00,31,1,2020,5,30,0,9511.52,9352.89,9530.22,9210.01,45552.022352
1580515200,2020-02-01 05:30:00,1,2,2020,5,30,0,9351.71,9384.61,9464.53,9281.0,28578.067354
1580601600,2020-02-02 05:30:00,2,2,2020,5,30,0,9384.41,9331.51,9477.03,9120.0,45690.91254
1580688000,2020-02-03 05:30:00,3,2,2020,5,30,0,9331.59,9292.24,9618.79,9234.0,50892.133451
1580774400,2020-02-04 05:30:00,4,2,2020,5,30,0,9291.35,9197.02,9350.0,9093.01,53308.175266
1580860800,2020-02-05 05:30:00,5,2,2020,5,30,0,9197.02,9612.04,9744.45,9177.22,64870.415615
1580947200,2020-02-06 05:30:00,6,2,2020,5,30,0,9612.03,9772.0,9862.57,9526.35,64949.706588
1581033600,2020-02-07 05:30:00,7,2,2020,5,30,0,9772.0,9813.73,9885.0,9730.0,43966.114632
1581120000,2020-02-08 05:30:00,8,2,2020,5,30,0,9813.87,9895.05,9940.0,9667.11,43600.843666
1581206400,2020-02-09 05:30:00,9,2,2020,5,30,0,9895.04,10151.75,10166.0,9880.75,43408.475616
1581292800,2020-02-10 05:30:00,10,2,2020,5,30,0,10151.72,9851.83,10188.0,9756.0,59573.084619
1581379200,2020-02-11 05:30:00,11,2,2020,5,30,0,9851.74,10223.08,10323.59,9700.0,62422.395224
1581465600,2020-02-12 05:30:00,12,2,2020,5,30,0,10223.08,10326.46,10450.0,10223.08,61008.06393
1581552000,2020-02-13 05:30:00,13,2,2020,5,30,0,10325.33,10229.63,10500.0,10080.0,79344.358759
1581638400,2020-02-14 05:30:00,14,2,2020,5,30,0,10227.78,10344.36,10381.56,10111.37,47038.480173
1581724800,2020-02-15 05:30:00,15,2,2020,5,30,0,10344.36,9904.72,10375.0,9801.0,57657.202947
1581811200,2020-02-16 05:30:00,16,2,2020,5,30,0,9904.46,9917.27,10050.0,9638.12,60023.999537
1581897600,2020-02-17 05:30:00,17,2,2020,5,30,0,9910.7,9706.0,9964.16,9452.67,70261.011901
1581984000,2020-02-18 05:30:00,18,2,2020,5,30,0,9706.0,10164.71,10250.0,9576.01,70604.124019
1582070400,2020-02-19 05:30:00,19,2,2020,5,30,0,10164.78,9593.79,10250.0,9350.0,55162.586895
1582156800,2020-02-20 05:30:00,20,2,2020,5,30,0,9594.65,9596.42,9699.0,9400.0,60152.342914
1582243200,2020-02-21 05:30:00,21,2,2020,5,30,0,9597.21,9677.05,9755.51,9550.21,42181.554524
1582329600,2020-02-22 05:30:00,22,2,2020,5,30,0,9677.05,9650.86,9709.17,9560.02,24636.757623
1582416000,2020-02-23 05:30:00,23,2,2020,5,30,0,9650.85,9936.4,9990.0,9645.0,37702.089843
1582502400,2020-02-24 05:30:00,24,2,2020,5,30,0,9936.4,9656.13,9990.0,9473.56,55796.59612
1582588800,2020-02-25 05:30:00,25,2,2020,5,30,0,9655.52,9315.84,9675.0,9250.0,54379.344552
1582675200,2020-02-26 05:30:00,26,2,2020,5,30,0,9316.48,8785.25,9377.44,8633.63,92130.345482
1582761600,2020-02-27 05:30:00,27,2,2020,5,30,0,8786.0,8823.21,8971.77,8531.0,72483.578762
1582848000,2020-02-28 05:30:00,28,2,2020,5,30,0,8823.25,8692.91,8900.0,8445.0,71155.208977
1582934400,2020-02-29 05:30:00,29,2,2020,5,30,0,8690.8,8523.61,8790.0,8523.55,36748.183035
1583020800,2020-03-01 05:30:00,1,3,2020,5,30,0,8523.61,8531.88,8750.0,8411.0,43892.201779
1583107200,2020-03-02 05:30:00,2,3,2020,5,30,0,8530.3,8915.24,8965.75,8498.0,60401.31773
1583193600,2020-03-03 05:30:00,3,3,2020,5,30,0,8911.18,8760.07,8919.65,8651.0,55154.997282
1583280000,2020-03-04 05:30:00,4,3,2020,5,30,0,8760.07,8750.87,8848.29,8660.0,38696.482578
1583366400,2020-03-05 05:30:00,5,3,2020,5,30,0,8750.99,9054.68,9159.42,8746.54,58201.866355
1583452800,2020-03-06 05:30:00,6,3,2020,5,30,0,9054.64,9131.88,9170.0,8985.5,43782.948044
1583539200,2020-03-07 05:30:00,7,3,2020,5,30,0,9130.89,8886.66,9188.0,8835.0,45422.204525
1583625600,2020-03-08 05:30:00,8,3,2020,5,30,0,8885.25,8033.31,8886.76,8000.0,77537.315166
1583712000,2020-03-09 05:30:00,9,3,2020,5,30,0,8034.76,7929.87,8179.31,7632.01,116968.863268
1583798400,2020-03-10 05:30:00,10,3,2020,5,30,0,7929.87,7894.56,8149.0,7728.01,86783.443875
1583884800,2020-03-11 05:30:00,11,3,2020,5,30,0,7894.57,7934.52,7980.0,7590.0,79942.411172
1583971200,2020-03-12 05:30:00,12,3,2020,5,30,0,7934.58,4800.0,7966.17,4410.0,261505.608653
1584057600,2020-03-13 05:30:00,13,3,2020,5,30,0,4800.01,5578.6,5955.0,3782.13,402201.673764
1584144000,2020-03-14 05:30:00,14,3,2020,5,30,0,5576.05,5172.06,5640.52,5055.13,136910.135974
1584230400,2020-03-15 05:30:00,15,3,2020,5,30,0,5172.48,5361.3,5940.0,5093.1,139916.146534
1584316800,2020-03-16 05:30:00,16,3,2020,5,30,0,5360.33,5028.97,5365.42,4442.12,227276.92276
1584403200,2020-03-17 05:30:00,17,3,2020,5,30,0,5028.86,5312.64,5525.0,4921.45,150089.926318
1584489600,2020-03-18 05:30:00,18,3,2020,5,30,0,5312.64,5393.04,5436.17,5009.37,137127.634894
1584576000,2020-03-19 05:30:00,19,3,2020,5,30,0,5393.26,6162.37,6400.0,5252.53,199020.873439
1584662400,2020-03-20 05:30:00,20,3,2020,5,30,0,6162.05,6208.36,6900.0,5670.0,219298.329514
1584748800,2020-03-21 05:30:00,21,3,2020,5,30,0,6204.57,6186.98,6456.98,5860.02,128913.668363
1584835200,2020-03-22 05:30:00,22,3,2020,5,30,0,6187.04,5816.19,6407.87,5734.01,119115.990527
1584921600,2020-03-23 05:30:00,23,3,2020,5,30,0,5816.05,6467.31,6600.0,5688.0,164674.215785
1585008000,2020-03-24 05:30:00,24,3,2020,5,30,0,6465.25,6744.72,6833.0,6371.33,151138.009878
1585094400,2020-03-25 05:30:00,25,3,2020,5,30,0,6744.69,6677.43,6957.96,6450.0,132155.734989
1585180800,2020-03-26 05:30:00,26,3,2020,5,30,0,6677.42,6737.36,6780.0,6510.0,83026.555211
1585267200,2020-03-27 05:30:00,27,3,2020,5,30,0,6737.27,6359.11,6842.59,6261.0,82914.968354
1585353600,2020-03-28 05:30:00,28,3,2020,5,30,0,6359.11,6236.65,6360.0,6024.0,93159.693429
1585440000,2020-03-29 05:30:00,29,3,2020,5,30,0,6236.65,5881.42,6266.0,5866.56,63311.627714
1585526400,2020-03-30 05:30:00,30,3,2020,5,30,0,5880.5,6394.38,6599.0,5857.76,118889.549992
1585612800,2020-03-31 05:30:00,31,3,2020,5,30,0,6394.45,6410.44,6523.23,6321.4,72337.595259
1585699200,2020-04-01 05:30:00,1,4,2020,5,30,0,6412.14,6642.92,6679.94,6150.11,97500.7524
1585785600,2020-04-02 05:30:00,2,4,2020,5,30,0,6643.36,6794.09,7198.0,6551.0,149299.906871
1585872000,2020-04-03 05:30:00,3,4,2020,5,30,0,6793.86,6734.1,7048.0,6602.1,104080.276939
1585958400,2020-04-04 05:30:00,4,4,2020,5,30,0,6732.97,6856.99,6990.41,6650.01,72990.861139
1586044800,2020-04-05 05:30:00,5,4,2020,5,30,0,6857.41,6772.78,6895.54,6677.52,49685.356983
1586131200,2020-04-06 05:30:00,6,4,2020,5,30,0,6772.78,7329.9,7355.14,6765.0,118052.000832
1586217600,2020-04-07 05:30:00,7,4,2020,5,30,0,7329.9,7197.32,7459.69,7077.0,103585.168918
1586304000,2020-04-08 05:30:00,8,4,2020,5,30,0,7197.32,7361.28,7420.0,7150.0,76059.145838
1586390400,2020-04-09 05:30:00,9,4,2020,5,30,0,7360.26,7283.54,7371.92,7108.08,61094.872417
1586476800,2020-04-10 05:30:00,10,4,2020,5,30,0,7283.54,6858.92,7295.75,6739.98,104674.623375
1586563200,2020-04-11 05:30:00,11,4,2020,5,30,0,6858.92,6876.83,6944.3,6760.0,45470.293206
1586649600,2020-04-12 05:30:00,12,4,2020,5,30,0,6876.84,6903.79,7177.0,6780.0,73868.666501
1586736000,2020-04-13 05:30:00,13,4,2020,5,30,0,6903.79,6837.91,6903.79,6575.0,96415.476573
1586822400,2020-04-14 05:30:00,14,4,2020,5,30,0,6838.04,6868.7,6978.0,6754.28,69068.623285
1586908800,2020-04-15 05:30:00,15,4,2020,5,30,0,6868.57,6621.24,6933.0,6605.0,61571.384994
1586995200,2020-04-16 05:30:00,16,4,2020,5,30,0,6621.25,7101.94,7190.0,6468.27,125009.857539
1587081600,2020-04-17 05:30:00,17,4,2020,5,30,0,7101.99,7027.55,7148.12,6972.98,54126.509763
1587168000,2020-04-18 05:30:00,18,4,2020,5,30,0,7026.78,7248.6,7293.08,7014.4,49488.542819
1587254400,2020-04-19 05:30:00,19,4,2020,5,30,0,7248.6,7120.74,7266.15,7055.6,45664.86393
1587340800,2020-04-20 05:30:00,20,4,2020,5,30,0,7121.4,6826.83,7220.0,6751.0,90149.49137
1587427200,2020-04-21 05:30:00,21,4,2020,5,30,0,6828.98,6841.37,6940.0,6762.0,60109.710808
1587513600,2020-04-22 05:30:00,22,4,2020,5,30,0,6841.36,7125.14,7156.38,6818.0,61486.377334
1587600000,2020-04-23 05:30:00,23,4,2020,5,30,0,7125.12,7482.39,7738.0,7020.0,102773.569561
1587686400,2020-04-24 05:30:00,24,4,2020,5,30,0,7483.96,7505.0,7615.96,7388.0,60182.119939
1587772800,2020-04-25 05:30:00,25,4,2020,5,30,0,7505.0,7538.67,7705.0,7431.07,43874.427726
1587859200,2020-04-26 05:30:00,26,4,2020,5,30,0,7539.03,7693.1,7700.0,7480.0,50522.616209
1587945600,2020-04-27 05:30:00,27,4,2020,5,30,0,7693.1,7774.62,7792.02,7606.0,65441.339576
1588032000,2020-04-28 05:30:00,28,4,2020,5,30,0,7773.51,7738.98,7780.0,7659.12,46302.752638
1588118400,2020-04-29 05:30:00,29,4,2020,5,30,0,7738.58,8778.57,8952.89,7710.05,183546.887514
1588204800,2020-04-30 05:30:00,30,4,2020,5,30,0,8778.58,8620.0,9460.0,8401.0,206277.214124
1588291200,2020-05-01 05:30:00,1,5,2020,5,30,0,8620.0,8826.96,9059.18,8613.56,91468.815059
1588377600,2020-05-02 05:30:00,2,5,2020,5,30,0,8825.67,8972.05,9010.0,8753.0,59002.08755
1588464000,2020-05-03 05:30:00,3,5,2020,5,30,0,8972.58,8894.16,9200.0,8712.0,90126.065643
1588550400,2020-05-04 05:30:00,4,5,2020,5,30,0,8894.15,8871.96,8950.0,8522.0,84418.512331
1588636800,2020-05-05 05:30:00,5,5,2020,5,30,0,8871.92,9021.83,9118.58,8760.0,76480.765342
1588723200,2020-05-06 05:30:00,6,5,2020,5,30,0,9021.36,9142.92,9395.0,8906.21,105925.30242
1588809600,2020-05-07 05:30:00,7,5,2020,5,30,0,9143.4,9986.4,10067.0,9021.0,147154.611378
1588896000,2020-05-08 05:30:00,8,5,2020,5,30,0,9986.3,9800.01,10035.96,9705.0,100683.7964
1588982400,2020-05-09 05:30:00,9,5,2020,5,30,0,9800.02,9539.4,9914.25,9520.0,81950.679567
1589068800,2020-05-10 05:30:00,10,5,2020,5,30,0,9539.1,8722.77,9574.83,8117.0,183865.182028
1589155200,2020-05-11 05:30:00,11,5,2020,5,30,0,8722.77,8561.52,9168.0,8200.0,168807.251832
1589241600,2020-05-12 05:30:00,12,5,2020,5,30,0,8562.04,8810.79,8978.26,8528.78,86522.780066
1589328000,2020-05-13 05:30:00,13,5,2020,5,30,0,8810.99,9309.37,9398.0,8792.99,92466.274018
1589414400,2020-05-14 05:30:00,14,5,2020,5,30,0,9309.35,9791.98,9939.0,9256.76,129565.37747
1589500800,2020-05-15 05:30:00,15,5,2020,5,30,0,9791.97,9316.42,9845.62,9150.0,115890.761516
1589587200,2020-05-16 05:30:00,16,5,2020,5,30,0,9315.96,9381.27,9588.0,9220.0,59587.627862
1589673600,2020-05-17 05:30:00,17,5,2020,5,30,0,9380.81,9680.04,9888.0,9322.1,68647.764323
1589760000,2020-05-18 05:30:00,18,5,2020,5,30,0,9681.11,9733.93,9950.0,9464.23,82006.603583
1589846400,2020-05-19 05:30:00,19,5,2020,5,30,0,9733.93,9775.53,9897.21,9474.0,78539.760454
1589932800,2020-05-20 05:30:00,20,5,2020,5,30,0,9775.13,9511.43,9842.0,9326.0,74923.73809
1590019200,2020-05-21 05:30:00,21,5,2020,5,30,0,9511.43,9068.65,9578.47,8815.0,108928.780969
1590105600,2020-05-22 05:30:00,22,5,2020,5,30,0,9067.51,9170.0,9271.0,8933.52,58943.131024
1590192000,2020-05-23 05:30:00,23,5,2020,5,30,0,9170.0,9179.15,9307.85,9070.0,43526.296966
1590278400,2020-05-24 05:30:00,24,5,2020,5,30,0,9179.01,8720.34,9298.0,8700.0,70379.86645
1590364800,2020-05-25 05:30:00,25,5,2020,5,30,0,8718.14,8900.35,8979.66,8642.72,62833.910949
1590451200,2020-05-26 05:30:00,26,5,2020,5,30,0,8900.35,8841.18,9017.67,8700.0,58299.770138
1590537600,2020-05-27 05:30:00,27,5,2020,5,30,0,8841.0,9204.07,9225.0,8811.73,68910.355514
1590624000,2020-05-28 05:30:00,28,5,2020,5,30,0,9204.07,9575.89,9625.47,9110.0,74110.787662
1590710400,2020-05-29 05:30:00,29,5,2020,5,30,0,9575.87,9427.07,9605.26,9330.0,57374.362961
1590796800,2020-05-30 05:30:00,30,5,2020,5,30,0,9426.6,9697.72,9740.0,9331.23,55665.27254
1590883200,2020-05-31 05:30:00,31,5,2020,5,30,0,9697.72,9448.27,9700.0,9381.41,48333.786403
1590969600,2020-06-01 05:30:00,1,6,2020,5,30,0,9448.27,10200.77,10380.0,9421.67,76649.12696
1591056000,2020-06-02 05:30:00,2,6,2020,5,30,0,10202.71,9518.04,10228.99,9266.0,108970.773151
1591142400,2020-06-03 05:30:00,3,6,2020,5,30,0,9518.02,9666.24,9690.0,9365.21,46252.644939
1591228800,2020-06-04 05:30:00,4,6,2020,5,30,0,9666.32,9789.06,9881.63,9450.0,57456.100969
1591315200,2020-06-05 05:30:00,5,6,2020,5,30,0,9788.14,9621.16,9854.75,9581.0,47788.05005
1591401600,2020-06-06 05:30:00,6,6,2020,5,30,0,9621.17,9666.3,9735.0,9531.05,32752.950893
1591488000,2020-06-07 05:30:00,7,6,2020,5,30,0,9666.85,9746.99,9802.0,9372.46,57952.848385
1591574400,2020-06-08 05:30:00,8,6,2020,5,30,0,9746.99,9782.01,9800.0,9633.0,40664.664125
1591660800,2020-06-09 05:30:00,9,6,2020,5,30,0,9782.0,9772.43,9877.0,9570.0,46024.001289
1591747200,2020-06-10 05:30:00,10,6,2020,5,30,0,9772.44,9885.0,9992.72,9704.18,47130.762982
1591833600,2020-06-11 05:30:00,11,6,2020,5,30,0,9885.22,9280.4,9964.0,9113.0,94418.98473
1591920000,2020-06-12 05:30:00,12,6,2020,5,30,0,9278.88,9465.13,9557.12,9232.51,50119.066932
1592006400,2020-06-13 05:30:00,13,6,2020,5,30,0,9464.96,9473.34,9494.73,9351.0,27759.784851
1592092800,2020-06-14 05:30:00,14,6,2020,5,30,0,9473.34,9342.1,9480.99,9245.0,30055.506608
1592179200,2020-06-15 05:30:00,15,6,2020,5,30,0,9342.1,9426.02,9495.0,8910.45,86107.924707
1592265600,2020-06-16 05:30:00,16,6,2020,5,30,0,9426.05,9525.59,9589.0,9373.09,52052.446927
1592352000,2020-06-17 05:30:00,17,6,2020,5,30,0,9526.97,9465.14,9565.0,9236.61,48046.411152
1592438400,2020-06-18 05:30:00,18,6,2020,5,30,0,9465.13,9386.32,9489.0,9280.0,37381.953765
1592524800,2020-06-19 05:30:00,19,6,2020,5,30,0,9386.32,9310.23,9438.3,9215.79,45330.983673
1592611200,2020-06-20 05:30:00,20,6,2020,5,30,0,9310.23,9358.95,9395.0,9170.95,30329.065384
1592697600,2020-06-21 05:30:00,21,6,2020,5,30,0,9358.95,9294.69,9422.0,9281.54,24316.926234
1592784000,2020-06-22 05:30:00,22,6,2020,5,30,0,9294.69,9685.69,9780.0,9277.09,57895.468343
1592870400,2020-06-23 05:30:00,23,6,2020,5,30,0,9685.69,9624.89,9720.0,9577.03,41031.02938
1592956800,2020-06-24 05:30:00,24,6,2020,5,30,0,9624.33,9296.49,9670.0,9208.0,61571.561464
1593043200,2020-06-25 05:30:00,25,6,2020,5,30,0,9298.33,9249.49,9340.0,9009.69,55831.619156
1593129600,2020-06-26 05:30:00,26,6,2020,5,30,0,9249.49,9162.21,9298.0,9045.45,50292.298277
1593216000,2020-06-27 05:30:00,27,6,2020,5,30,0,9162.21,9012.0,9196.24,8833.0,46290.930113
1593302400,2020-06-28 05:30:00,28,6,2020,5,30,0,9012.0,9116.35,9191.0,8948.06,30688.176421
1593388800,2020-06-29 05:30:00,29,6,2020,5,30,0,9116.16,9192.56,9238.0,9024.67,42120.293261
1593475200,2020-06-30 05:30:00,30,6,2020,5,30,0,9192.93,9138.55,9205.0,9064.89,31463.162801
1593561600,2020-07-01 05:30:00,1,7,2020,5,30,0,9138.08,9232.0,9292.0,9080.1,38488.528699
1593648000,2020-07-02 05:30:00,2,7,2020,5,30,0,9231.99,9086.54,9261.96,8940.0,45725.168076
1593734400,2020-07-03 05:30:00,3,7,2020,5,30,0,9086.54,9058.26,9125.0,9037.47,28943.420177
1593820800,2020-07-04 05:30:00,4,7,2020,5,30,0,9057.79,9135.46,9190.0,9040.04,26441.968484
1593907200,2020-07-05 05:30:00,5,7,2020,5,30,0,9135.0,9069.41,9145.24,8893.03,34073.653627
1593993600,2020-07-06 05:30:00,6,7,2020,5,30,0,9069.41,9344.2,9375.0,9055.92,54463.132277
1594080000,2020-07-07 05:30:00,7,7,2020,5,30,0,9342.47,9257.39,9379.42,9203.0,34587.336678
1594166400,2020-07-08 05:30:00,8,7,2020,5,30,0,9257.4,9436.06,9470.0,9231.0,56140.517781
1594252800,2020-07-09 05:30:00,9,7,2020,5,30,0,9436.06,9232.43,9440.79,9160.0,48044.450645
1594339200,2020-07-10 05:30:00,10,7,2020,5,30,0,9232.42,9288.34,9317.48,9125.0,38295.494006
1594425600,2020-07-11 05:30:00,11,7,2020,5,30,0,9288.34,9234.03,9299.28,9178.25,22561.366
1594512000,2020-07-12 05:30:00,12,7,2020,5,30,0,9234.02,9302.75,9345.0,9157.5,30872.702286
1594598400,2020-07-13 05:30:00,13,7,2020,5,30,0,9303.31,9242.62,9343.82,9200.89,42740.069115
1594684800,2020-07-14 05:30:00,14,7,2020,5,30,0,9242.61,9255.85,9279.54,9113.0,45772.552509
1594771200,2020-07-15 05:30:00,15,7,2020,5,30,0,9255.85,9197.6,9276.49,9160.57,39053.579665
1594857600,2020-07-16 05:30:00,16,7,2020,5,30,0,9197.6,9133.72,9226.15,9047.25,43375.571191
1594944000,2020-07-17 05:30:00,17,7,2020,5,30,0,9133.72,9154.32,9186.83,9089.81,28054.358741
1595030400,2020-07-18 05:30:00,18,7,2020,5,30,0,9154.31,9170.28,9219.3,9121.1,22554.541457
1595116800,2020-07-19 05:30:00,19,7,2020,5,30,0,9170.3,9208.99,9232.27,9101.35,26052.019417
